dimension,value,full_count,selected_count,retention_pct
buffer_size,100M,25200,0,0.0
buffer_size,20M,25200,0,0.0
buffer_size,50M,25200,0,0.0
buffer_size,5M,25200,257,1.0198412698412698
density_bin,high,0,0,0.0
density_bin,low,28800,106,0.3680555555555556
density_bin,medium,2400,4,0.16666666666666666
density_bin,very_low,69600,147,0.21120689655172414
group_structure,cluster_nomadic,20160,55,0.2728174603174603
group_structure,pedestrian_shortestpath_heterogeneous,20160,50,0.24801587301587302
group_structure,pedestrian_transit,20160,79,0.39186507936507936
group_structure,pedestrian_vehicle,20160,12,0.05952380952380952
group_structure,single_homogeneous,20160,61,0.30257936507936506
map_id,HelsinkiDisrupted,21600,65,0.30092592592592593
map_id,HelsinkiDowntown,21600,39,0.18055555555555555
map_id,KallioCommunityCompact,14400,49,0.3402777777777778
map_id,KumpulaCampus,7200,24,0.3333333333333333
map_id,ManhattanMidtownGrid,21600,42,0.19444444444444445
map_id,NuuksioSparseTrails,14400,38,0.2638888888888889
movement_model_primary,BusMovement,14400,55,0.3819444444444444
movement_model_primary,ClusterMovement,7200,37,0.5138888888888888
movement_model_primary,MapRouteMovement,28800,85,0.2951388888888889
movement_model_primary,ShortestPathMapBasedMovement,43200,75,0.1736111111111111
movement_model_primary,WorkingDayMovement,7200,5,0.06944444444444445
n_hosts,100,8400,20,0.23809523809523808
n_hosts,120,8400,22,0.2619047619047619
n_hosts,150,8400,30,0.35714285714285715
n_hosts,200,8400,37,0.44047619047619047
n_hosts,250,8400,28,0.3333333333333333
n_hosts,30,8400,22,0.2619047619047619
n_hosts,300,8400,29,0.34523809523809523
n_hosts,40,8400,14,0.16666666666666666
n_hosts,50,8400,13,0.15476190476190477
n_hosts,60,8400,10,0.11904761904761904
n_hosts,70,8400,14,0.16666666666666666
n_hosts,80,8400,18,0.21428571428571427
n_hosts_bin,101-150,16800,52,0.30952380952380953
n_hosts_bin,151-200,8400,37,0.44047619047619047
n_hosts_bin,61-100,25200,52,0.20634920634920634
n_hosts_bin,<=60,33600,59,0.17559523809523808
n_hosts_bin,>200,16800,57,0.3392857142857143
scenario_class,HelsinkiDisrupted|ClusterMovement,7200,37,0.5138888888888888
scenario_class,HelsinkiDisrupted|MapRouteMovement,7200,28,0.3888888888888889
scenario_class,HelsinkiDisrupted|ShortestPathMapBasedMovement,7200,0,0.0
scenario_class,HelsinkiDowntown|BusMovement,7200,30,0.4166666666666667
scenario_class,HelsinkiDowntown|ShortestPathMapBasedMovement,7200,4,0.05555555555555555
scenario_class,HelsinkiDowntown|WorkingDayMovement,7200,5,0.06944444444444445
scenario_class,KallioCommunityCompact|MapRouteMovement,7200,24,0.3333333333333333
scenario_class,KallioCommunityCompact|ShortestPathMapBasedMovement,7200,25,0.3472222222222222
scenario_class,KumpulaCampus|ShortestPathMapBasedMovement,7200,24,0.3333333333333333
scenario_class,ManhattanMidtownGrid|BusMovement,7200,25,0.3472222222222222
scenario_class,ManhattanMidtownGrid|MapRouteMovement,7200,14,0.19444444444444445
scenario_class,ManhattanMidtownGrid|ShortestPathMapBasedMovement,7200,3,0.041666666666666664
scenario_class,NuuksioSparseTrails|MapRouteMovement,7200,19,0.2638888888888889
scenario_class,NuuksioSparseTrails|ShortestPathMapBasedMovement,7200,19,0.2638888888888889
transmit_range_m,10,16800,25,0.1488095238095238
transmit_range_m,100,16800,70,0.4166666666666667
transmit_range_m,20,16800,24,0.14285714285714285
transmit_range_m,200,16800,67,0.39880952380952384
transmit_range_m,5,16800,31,0.18452380952380953
transmit_range_m,50,16800,40,0.23809523809523808
