dimension,value,full_count,selected_count,retention_pct
buffer_size,100M,25200,21,0.08333333333333333
buffer_size,20M,25200,14,0.05555555555555555
buffer_size,50M,25200,18,0.07142857142857142
buffer_size,5M,25200,16,0.06349206349206349
density_bin,high,0,0,0.0
density_bin,low,28800,21,0.07291666666666667
density_bin,medium,2400,3,0.125
density_bin,very_low,69600,45,0.06465517241379311
group_structure,cluster_nomadic,20160,10,0.0496031746031746
group_structure,pedestrian_shortestpath_heterogeneous,20160,22,0.10912698412698413
group_structure,pedestrian_transit,20160,18,0.08928571428571429
group_structure,pedestrian_vehicle,20160,4,0.01984126984126984
group_structure,single_homogeneous,20160,15,0.0744047619047619
map_id,HelsinkiDisrupted,21600,16,0.07407407407407407
map_id,HelsinkiDowntown,21600,12,0.05555555555555555
map_id,KallioCommunityCompact,14400,12,0.08333333333333333
map_id,KumpulaCampus,7200,4,0.05555555555555555
map_id,ManhattanMidtownGrid,21600,13,0.06018518518518518
map_id,NuuksioSparseTrails,14400,12,0.08333333333333333
movement_model_primary,BusMovement,14400,15,0.10416666666666667
movement_model_primary,ClusterMovement,7200,7,0.09722222222222222
movement_model_primary,MapRouteMovement,28800,23,0.0798611111111111
movement_model_primary,ShortestPathMapBasedMovement,43200,22,0.05092592592592592
movement_model_primary,WorkingDayMovement,7200,2,0.027777777777777776
n_hosts,100,8400,6,0.07142857142857142
n_hosts,120,8400,8,0.09523809523809523
n_hosts,150,8400,6,0.07142857142857142
n_hosts,200,8400,6,0.07142857142857142
n_hosts,250,8400,4,0.047619047619047616
n_hosts,30,8400,5,0.05952380952380952
n_hosts,300,8400,14,0.16666666666666666
n_hosts,40,8400,5,0.05952380952380952
n_hosts,50,8400,4,0.047619047619047616
n_hosts,60,8400,4,0.047619047619047616
n_hosts,70,8400,3,0.03571428571428571
n_hosts,80,8400,4,0.047619047619047616
n_hosts_bin,101-150,16800,14,0.08333333333333333
n_hosts_bin,151-200,8400,6,0.07142857142857142
n_hosts_bin,61-100,25200,13,0.051587301587301584
n_hosts_bin,<=60,33600,18,0.05357142857142857
n_hosts_bin,>200,16800,18,0.10714285714285714
scenario_class,HelsinkiDisrupted|ClusterMovement,7200,7,0.09722222222222222
scenario_class,HelsinkiDisrupted|MapRouteMovement,7200,6,0.08333333333333333
scenario_class,HelsinkiDisrupted|ShortestPathMapBasedMovement,7200,3,0.041666666666666664
scenario_class,HelsinkiDowntown|BusMovement,7200,7,0.09722222222222222
scenario_class,HelsinkiDowntown|ShortestPathMapBasedMovement,7200,3,0.041666666666666664
scenario_class,HelsinkiDowntown|WorkingDayMovement,7200,2,0.027777777777777776
scenario_class,KallioCommunityCompact|MapRouteMovement,7200,8,0.1111111111111111
scenario_class,KallioCommunityCompact|ShortestPathMapBasedMovement,7200,4,0.05555555555555555
scenario_class,KumpulaCampus|ShortestPathMapBasedMovement,7200,4,0.05555555555555555
scenario_class,ManhattanMidtownGrid|BusMovement,7200,8,0.1111111111111111
scenario_class,ManhattanMidtownGrid|MapRouteMovement,7200,3,0.041666666666666664
scenario_class,ManhattanMidtownGrid|ShortestPathMapBasedMovement,7200,2,0.027777777777777776
scenario_class,NuuksioSparseTrails|MapRouteMovement,7200,6,0.08333333333333333
scenario_class,NuuksioSparseTrails|ShortestPathMapBasedMovement,7200,6,0.08333333333333333
transmit_range_m,10,16800,14,0.08333333333333333
transmit_range_m,100,16800,9,0.05357142857142857
transmit_range_m,20,16800,8,0.047619047619047616
transmit_range_m,200,16800,18,0.10714285714285714
transmit_range_m,5,16800,10,0.05952380952380952
transmit_range_m,50,16800,10,0.05952380952380952
