candidate_id,param_id,scenario_name,settings_file,map_id,movement_model,n_hosts,end_time_s,end_time_hours,group_structure,transmit_range_m,buffer_size,router,rng_seed,scenario_index
C26051,P26051,SV1_C26051,scenario_space_v1/settings/SV1_C26051.settings,HelsinkiDowntown,BusMovement,120,14400,4.0,single_homogeneous,20,100M,EpidemicRouter,27051,26051
C90015,P90015,SV1_C90015,scenario_space_v1/settings/SV1_C90015.settings,NuuksioSparseTrails,MapRouteMovement,100,7200,2.0,single_homogeneous,50,100M,EpidemicRouter,91015,90015
C55722,P55722,SV1_C55722,scenario_space_v1/settings/SV1_C55722.settings,KallioCommunityCompact,ShortestPathMapBasedMovement,150,86400,24.0,pedestrian_transit,100,50M,EpidemicRouter,56722,55722
C88438,P88438,SV1_C88438,scenario_space_v1/settings/SV1_C88438.settings,NuuksioSparseTrails,MapRouteMovement,60,10800,3.0,cluster_nomadic,200,50M,EpidemicRouter,89438,88438
C01351,P01351,SV1_C01351,scenario_space_v1/settings/SV1_C01351.settings,HelsinkiDisrupted,ClusterMovement,50,10800,3.0,pedestrian_transit,10,100M,EpidemicRouter,2351,1351
C21366,P21366,SV1_C21366,scenario_space_v1/settings/SV1_C21366.settings,HelsinkiDisrupted,ShortestPathMapBasedMovement,300,43200,12.0,single_homogeneous,10,50M,EpidemicRouter,22366,21366
C51824,P51824,SV1_C51824,scenario_space_v1/settings/SV1_C51824.settings,KallioCommunityCompact,ShortestPathMapBasedMovement,50,10800,3.0,cluster_nomadic,20,5M,EpidemicRouter,52824,51824
C89218,P89218,SV1_C89218,scenario_space_v1/settings/SV1_C89218.settings,NuuksioSparseTrails,MapRouteMovement,70,43200,12.0,pedestrian_vehicle,20,50M,EpidemicRouter,90218,89218
C25399,P25399,SV1_C25399,scenario_space_v1/settings/SV1_C25399.settings,HelsinkiDowntown,BusMovement,100,10800,3.0,pedestrian_shortestpath_heterogeneous,10,100M,EpidemicRouter,26399,25399
C95066,P95066,SV1_C95066,scenario_space_v1/settings/SV1_C95066.settings,NuuksioSparseTrails,ShortestPathMapBasedMovement,50,14400,4.0,pedestrian_transit,5,50M,EpidemicRouter,96066,95066
C66361,P66361,SV1_C66361,scenario_space_v1/settings/SV1_C66361.settings,ManhattanMidtownGrid,BusMovement,50,43200,12.0,single_homogeneous,5,20M,EpidemicRouter,67361,66361
C59077,P59077,SV1_C59077,scenario_space_v1/settings/SV1_C59077.settings,KumpulaCampus,ShortestPathMapBasedMovement,50,14400,4.0,pedestrian_transit,50,20M,EpidemicRouter,60077,59077
C06238,P06238,SV1_C06238,scenario_space_v1/settings/SV1_C06238.settings,HelsinkiDisrupted,ClusterMovement,250,10800,3.0,cluster_nomadic,200,50M,EpidemicRouter,7238,6238
C76952,P76952,SV1_C76952,scenario_space_v1/settings/SV1_C76952.settings,ManhattanMidtownGrid,MapRouteMovement,150,10800,3.0,pedestrian_transit,20,5M,EpidemicRouter,77952,76952
C44095,P44095,SV1_C44095,scenario_space_v1/settings/SV1_C44095.settings,KallioCommunityCompact,MapRouteMovement,40,14400,4.0,pedestrian_vehicle,10,100M,EpidemicRouter,45095,44095
C17421,P17421,SV1_C17421,scenario_space_v1/settings/SV1_C17421.settings,HelsinkiDisrupted,ShortestPathMapBasedMovement,80,7200,2.0,single_homogeneous,200,20M,EpidemicRouter,18421,17421
C10244,P10244,SV1_C10244,scenario_space_v1/settings/SV1_C10244.settings,HelsinkiDisrupted,MapRouteMovement,80,7200,2.0,pedestrian_transit,200,5M,EpidemicRouter,11244,10244
C76119,P76119,SV1_C76119,scenario_space_v1/settings/SV1_C76119.settings,ManhattanMidtownGrid,MapRouteMovement,100,86400,24.0,pedestrian_transit,50,100M,EpidemicRouter,77119,76119
C70284,P70284,SV1_C70284,scenario_space_v1/settings/SV1_C70284.settings,ManhattanMidtownGrid,BusMovement,200,7200,2.0,pedestrian_shortestpath_heterogeneous,50,5M,EpidemicRouter,71284,70284
C24109,P24109,SV1_C24109,scenario_space_v1/settings/SV1_C24109.settings,HelsinkiDowntown,BusMovement,70,7200,2.0,cluster_nomadic,50,20M,EpidemicRouter,25109,24109
C49227,P49227,SV1_C49227,scenario_space_v1/settings/SV1_C49227.settings,KallioCommunityCompact,MapRouteMovement,250,7200,2.0,pedestrian_transit,5,100M,EpidemicRouter,50227,49227
C76785,P76785,SV1_C76785,scenario_space_v1/settings/SV1_C76785.settings,ManhattanMidtownGrid,MapRouteMovement,120,86400,24.0,cluster_nomadic,20,20M,EpidemicRouter,77785,76785
C50842,P50842,SV1_C50842,scenario_space_v1/settings/SV1_C50842.settings,KallioCommunityCompact,ShortestPathMapBasedMovement,30,43200,12.0,pedestrian_shortestpath_heterogeneous,20,50M,EpidemicRouter,51842,50842
C63348,P63348,SV1_C63348,scenario_space_v1/settings/SV1_C63348.settings,KumpulaCampus,ShortestPathMapBasedMovement,200,14400,4.0,cluster_nomadic,50,5M,EpidemicRouter,64348,63348
C67294,P67294,SV1_C67294,scenario_space_v1/settings/SV1_C67294.settings,ManhattanMidtownGrid,BusMovement,70,7200,2.0,pedestrian_shortestpath_heterogeneous,200,50M,EpidemicRouter,68294,67294
C05599,P05599,SV1_C05599,scenario_space_v1/settings/SV1_C05599.settings,HelsinkiDisrupted,ClusterMovement,200,10800,3.0,pedestrian_shortestpath_heterogeneous,10,100M,EpidemicRouter,6599,5599
C09497,P09497,SV1_C09497,scenario_space_v1/settings/SV1_C09497.settings,HelsinkiDisrupted,MapRouteMovement,60,86400,24.0,single_homogeneous,100,20M,EpidemicRouter,10497,9497
C48728,P48728,SV1_C48728,scenario_space_v1/settings/SV1_C48728.settings,KallioCommunityCompact,MapRouteMovement,200,10800,3.0,single_homogeneous,20,5M,EpidemicRouter,49728,48728
C23683,P23683,SV1_C23683,scenario_space_v1/settings/SV1_C23683.settings,HelsinkiDowntown,BusMovement,60,14400,4.0,pedestrian_transit,100,100M,EpidemicRouter,24683,23683
C38898,P38898,SV1_C38898,scenario_space_v1/settings/SV1_C38898.settings,HelsinkiDowntown,WorkingDayMovement,70,86400,24.0,single_homogeneous,100,50M,EpidemicRouter,39898,38898
C22112,P22112,SV1_C22112,scenario_space_v1/settings/SV1_C22112.settings,HelsinkiDowntown,BusMovement,30,86400,24.0,pedestrian_transit,20,5M,EpidemicRouter,23112,22112
C02160,P02160,SV1_C02160,scenario_space_v1/settings/SV1_C02160.settings,HelsinkiDisrupted,ClusterMovement,60,43200,12.0,single_homogeneous,5,5M,EpidemicRouter,3160,2160
C15208,P15208,SV1_C15208,scenario_space_v1/settings/SV1_C15208.settings,HelsinkiDisrupted,ShortestPathMapBasedMovement,40,10800,3.0,pedestrian_shortestpath_heterogeneous,100,5M,EpidemicRouter,16208,15208
C78410,P78410,SV1_C78410,scenario_space_v1/settings/SV1_C78410.settings,ManhattanMidtownGrid,MapRouteMovement,250,43200,12.0,pedestrian_vehicle,5,50M,EpidemicRouter,79410,78410
C80964,P80964,SV1_C80964,scenario_space_v1/settings/SV1_C80964.settings,ManhattanMidtownGrid,ShortestPathMapBasedMovement,50,86400,24.0,pedestrian_shortestpath_heterogeneous,50,5M,EpidemicRouter,81964,80964
C48208,P48208,SV1_C48208,scenario_space_v1/settings/SV1_C48208.settings,KallioCommunityCompact,MapRouteMovement,150,10800,3.0,pedestrian_shortestpath_heterogeneous,100,5M,EpidemicRouter,49208,48208
C99082,P99082,SV1_C99082,scenario_space_v1/settings/SV1_C99082.settings,NuuksioSparseTrails,ShortestPathMapBasedMovement,200,7200,2.0,pedestrian_shortestpath_heterogeneous,20,50M,EpidemicRouter,100082,99082
C60453,P60453,SV1_C60453,scenario_space_v1/settings/SV1_C60453.settings,KumpulaCampus,ShortestPathMapBasedMovement,70,43200,12.0,pedestrian_shortestpath_heterogeneous,200,20M,EpidemicRouter,61453,60453
C44348,P44348,SV1_C44348,scenario_space_v1/settings/SV1_C44348.settings,KallioCommunityCompact,MapRouteMovement,40,86400,24.0,pedestrian_vehicle,200,5M,EpidemicRouter,45348,44348
C23991,P23991,SV1_C23991,scenario_space_v1/settings/SV1_C23991.settings,HelsinkiDowntown,BusMovement,60,86400,24.0,cluster_nomadic,50,100M,EpidemicRouter,24991,23991
C28354,P28354,SV1_C28354,scenario_space_v1/settings/SV1_C28354.settings,HelsinkiDowntown,BusMovement,300,10800,3.0,pedestrian_transit,20,50M,EpidemicRouter,29354,28354
C14182,P14182,SV1_C14182,scenario_space_v1/settings/SV1_C14182.settings,HelsinkiDisrupted,MapRouteMovement,300,43200,12.0,single_homogeneous,200,50M,EpidemicRouter,15182,14182
C35729,P35729,SV1_C35729,scenario_space_v1/settings/SV1_C35729.settings,HelsinkiDowntown,ShortestPathMapBasedMovement,300,14400,4.0,pedestrian_shortestpath_heterogeneous,100,20M,EpidemicRouter,36729,35729
C99522,P99522,SV1_C99522,scenario_space_v1/settings/SV1_C99522.settings,NuuksioSparseTrails,ShortestPathMapBasedMovement,200,86400,24.0,pedestrian_transit,100,50M,EpidemicRouter,100522,99522
C77720,P77720,SV1_C77720,scenario_space_v1/settings/SV1_C77720.settings,ManhattanMidtownGrid,MapRouteMovement,200,14400,4.0,pedestrian_shortestpath_heterogeneous,20,5M,EpidemicRouter,78720,77720
C68751,P68751,SV1_C68751,scenario_space_v1/settings/SV1_C68751.settings,ManhattanMidtownGrid,BusMovement,100,14400,4.0,cluster_nomadic,50,100M,EpidemicRouter,69751,68751
C63079,P63079,SV1_C63079,scenario_space_v1/settings/SV1_C63079.settings,KumpulaCampus,ShortestPathMapBasedMovement,200,7200,2.0,pedestrian_shortestpath_heterogeneous,10,100M,EpidemicRouter,64079,63079
C91959,P91959,SV1_C91959,scenario_space_v1/settings/SV1_C91959.settings,NuuksioSparseTrails,MapRouteMovement,200,10800,3.0,pedestrian_transit,50,100M,EpidemicRouter,92959,91959
C76631,P76631,SV1_C76631,scenario_space_v1/settings/SV1_C76631.settings,ManhattanMidtownGrid,MapRouteMovement,120,43200,12.0,pedestrian_vehicle,200,100M,EpidemicRouter,77631,76631
C10412,P10412,SV1_C10412,scenario_space_v1/settings/SV1_C10412.settings,HelsinkiDisrupted,MapRouteMovement,80,10800,3.0,pedestrian_shortestpath_heterogeneous,200,5M,EpidemicRouter,11412,10412
C10799,P10799,SV1_C10799,scenario_space_v1/settings/SV1_C10799.settings,HelsinkiDisrupted,MapRouteMovement,80,86400,24.0,cluster_nomadic,200,100M,EpidemicRouter,11799,10799
C13055,P13055,SV1_C13055,scenario_space_v1/settings/SV1_C13055.settings,HelsinkiDisrupted,MapRouteMovement,200,43200,12.0,pedestrian_shortestpath_heterogeneous,200,100M,EpidemicRouter,14055,13055
C100669,P100669,SV1_C100669,scenario_space_v1/settings/SV1_C100669.settings,NuuksioSparseTrails,ShortestPathMapBasedMovement,300,43200,12.0,cluster_nomadic,50,20M,EpidemicRouter,101669,100669
C50759,P50759,SV1_C50759,scenario_space_v1/settings/SV1_C50759.settings,KallioCommunityCompact,ShortestPathMapBasedMovement,30,14400,4.0,cluster_nomadic,200,100M,EpidemicRouter,51759,50759
C47379,P47379,SV1_C47379,scenario_space_v1/settings/SV1_C47379.settings,KallioCommunityCompact,MapRouteMovement,100,86400,24.0,cluster_nomadic,5,100M,EpidemicRouter,48379,47379
C83971,P83971,SV1_C83971,scenario_space_v1/settings/SV1_C83971.settings,ManhattanMidtownGrid,ShortestPathMapBasedMovement,120,86400,24.0,pedestrian_shortestpath_heterogeneous,100,100M,EpidemicRouter,84971,83971
C94095,P94095,SV1_C94095,scenario_space_v1/settings/SV1_C94095.settings,NuuksioSparseTrails,ShortestPathMapBasedMovement,30,86400,24.0,single_homogeneous,50,100M,EpidemicRouter,95095,94095
C82527,P82527,SV1_C82527,scenario_space_v1/settings/SV1_C82527.settings,ManhattanMidtownGrid,ShortestPathMapBasedMovement,80,14400,4.0,pedestrian_shortestpath_heterogeneous,50,100M,EpidemicRouter,83527,82527
C26855,P26855,SV1_C26855,scenario_space_v1/settings/SV1_C26855.settings,HelsinkiDowntown,BusMovement,150,43200,12.0,pedestrian_shortestpath_heterogeneous,200,100M,EpidemicRouter,27855,26855
C84812,P84812,SV1_C84812,scenario_space_v1/settings/SV1_C84812.settings,ManhattanMidtownGrid,ShortestPathMapBasedMovement,200,10800,3.0,pedestrian_shortestpath_heterogeneous,200,5M,EpidemicRouter,85812,84812
C25516,P25516,SV1_C25516,scenario_space_v1/settings/SV1_C25516.settings,HelsinkiDowntown,BusMovement,100,14400,4.0,pedestrian_shortestpath_heterogeneous,10,5M,EpidemicRouter,26516,25516
C06764,P06764,SV1_C06764,scenario_space_v1/settings/SV1_C06764.settings,HelsinkiDisrupted,ClusterMovement,300,10800,3.0,pedestrian_transit,200,5M,EpidemicRouter,7764,6764
C53071,P53071,SV1_C53071,scenario_space_v1/settings/SV1_C53071.settings,KallioCommunityCompact,ShortestPathMapBasedMovement,70,14400,4.0,pedestrian_transit,10,100M,EpidemicRouter,54071,53071
C01724,P01724,SV1_C01724,scenario_space_v1/settings/SV1_C01724.settings,HelsinkiDisrupted,ClusterMovement,50,86400,24.0,pedestrian_transit,200,5M,EpidemicRouter,2724,1724
C14358,P14358,SV1_C14358,scenario_space_v1/settings/SV1_C14358.settings,HelsinkiDisrupted,MapRouteMovement,300,86400,24.0,pedestrian_shortestpath_heterogeneous,10,50M,EpidemicRouter,15358,14358
C02788,P02788,SV1_C02788,scenario_space_v1/settings/SV1_C02788.settings,HelsinkiDisrupted,ClusterMovement,70,43200,12.0,pedestrian_transit,10,5M,EpidemicRouter,3788,2788
C02849,P02849,SV1_C02849,scenario_space_v1/settings/SV1_C02849.settings,HelsinkiDisrupted,ClusterMovement,70,43200,12.0,pedestrian_shortestpath_heterogeneous,100,20M,EpidemicRouter,3849,2849
C05543,P05543,SV1_C05543,scenario_space_v1/settings/SV1_C05543.settings,HelsinkiDisrupted,ClusterMovement,200,10800,3.0,single_homogeneous,200,100M,EpidemicRouter,6543,5543
C65233,P65233,SV1_C65233,scenario_space_v1/settings/SV1_C65233.settings,ManhattanMidtownGrid,BusMovement,30,43200,12.0,pedestrian_shortestpath_heterogeneous,5,20M,EpidemicRouter,66233,65233
C71603,P71603,SV1_C71603,scenario_space_v1/settings/SV1_C71603.settings,ManhattanMidtownGrid,BusMovement,300,10800,3.0,pedestrian_shortestpath_heterogeneous,20,100M,EpidemicRouter,72603,71603
C32606,P32606,SV1_C32606,scenario_space_v1/settings/SV1_C32606.settings,HelsinkiDowntown,ShortestPathMapBasedMovement,100,10800,3.0,pedestrian_shortestpath_heterogeneous,50,50M,EpidemicRouter,33606,32606
C71991,P71991,SV1_C71991,scenario_space_v1/settings/SV1_C71991.settings,ManhattanMidtownGrid,BusMovement,300,86400,24.0,cluster_nomadic,50,100M,EpidemicRouter,72991,71991
C20909,P20909,SV1_C20909,scenario_space_v1/settings/SV1_C20909.settings,HelsinkiDisrupted,ShortestPathMapBasedMovement,250,86400,24.0,pedestrian_transit,10,20M,EpidemicRouter,21909,20909
C28155,P28155,SV1_C28155,scenario_space_v1/settings/SV1_C28155.settings,HelsinkiDowntown,BusMovement,250,86400,24.0,pedestrian_shortestpath_heterogeneous,5,100M,EpidemicRouter,29155,28155
C19634,P19634,SV1_C19634,scenario_space_v1/settings/SV1_C19634.settings,HelsinkiDisrupted,ShortestPathMapBasedMovement,150,43200,12.0,pedestrian_shortestpath_heterogeneous,5,50M,EpidemicRouter,20634,19634
C28696,P28696,SV1_C28696,scenario_space_v1/settings/SV1_C28696.settings,HelsinkiDowntown,BusMovement,300,86400,24.0,single_homogeneous,100,5M,EpidemicRouter,29696,28696
C100349,P100349,SV1_C100349,scenario_space_v1/settings/SV1_C100349.settings,NuuksioSparseTrails,ShortestPathMapBasedMovement,300,10800,3.0,pedestrian_transit,10,20M,EpidemicRouter,101349,100349
C70174,P70174,SV1_C70174,scenario_space_v1/settings/SV1_C70174.settings,ManhattanMidtownGrid,BusMovement,150,86400,24.0,pedestrian_shortestpath_heterogeneous,200,50M,EpidemicRouter,71174,70174
C09447,P09447,SV1_C09447,scenario_space_v1/settings/SV1_C09447.settings,HelsinkiDisrupted,MapRouteMovement,60,43200,12.0,pedestrian_shortestpath_heterogeneous,50,100M,EpidemicRouter,10447,9447
