dimension,value,full_count,selected_count,retention_pct
buffer_size,100M,25200,0,0.0
buffer_size,20M,25200,0,0.0
buffer_size,50M,25200,0,0.0
buffer_size,5M,25200,83,0.32936507936507936
density_bin,high,0,0,0.0
density_bin,low,28800,34,0.11805555555555555
density_bin,medium,2400,3,0.125
density_bin,very_low,69600,46,0.06609195402298851
group_structure,cluster_nomadic,20160,16,0.07936507936507936
group_structure,pedestrian_shortestpath_heterogeneous,20160,19,0.09424603174603174
group_structure,pedestrian_transit,20160,25,0.12400793650793651
group_structure,pedestrian_vehicle,20160,3,0.01488095238095238
group_structure,single_homogeneous,20160,20,0.0992063492063492
map_id,HelsinkiDisrupted,21600,20,0.09259259259259259
map_id,HelsinkiDowntown,21600,13,0.06018518518518518
map_id,KallioCommunityCompact,14400,18,0.125
map_id,KumpulaCampus,7200,7,0.09722222222222222
map_id,ManhattanMidtownGrid,21600,14,0.06481481481481481
map_id,NuuksioSparseTrails,14400,11,0.0763888888888889
movement_model_primary,BusMovement,14400,17,0.11805555555555555
movement_model_primary,ClusterMovement,7200,14,0.19444444444444445
movement_model_primary,MapRouteMovement,28800,26,0.09027777777777778
movement_model_primary,ShortestPathMapBasedMovement,43200,23,0.05324074074074074
movement_model_primary,WorkingDayMovement,7200,3,0.041666666666666664
n_hosts,100,8400,10,0.11904761904761904
n_hosts,120,8400,5,0.05952380952380952
n_hosts,150,8400,7,0.08333333333333333
n_hosts,200,8400,11,0.13095238095238096
n_hosts,250,8400,6,0.07142857142857142
n_hosts,30,8400,5,0.05952380952380952
n_hosts,300,8400,11,0.13095238095238096
n_hosts,40,8400,6,0.07142857142857142
n_hosts,50,8400,6,0.07142857142857142
n_hosts,60,8400,4,0.047619047619047616
n_hosts,70,8400,6,0.07142857142857142
n_hosts,80,8400,6,0.07142857142857142
n_hosts_bin,101-150,16800,12,0.07142857142857142
n_hosts_bin,151-200,8400,11,0.13095238095238096
n_hosts_bin,61-100,25200,22,0.0873015873015873
n_hosts_bin,<=60,33600,21,0.0625
n_hosts_bin,>200,16800,17,0.10119047619047619
scenario_class,HelsinkiDisrupted|ClusterMovement,7200,14,0.19444444444444445
scenario_class,HelsinkiDisrupted|MapRouteMovement,7200,6,0.08333333333333333
scenario_class,HelsinkiDisrupted|ShortestPathMapBasedMovement,7200,0,0.0
scenario_class,HelsinkiDowntown|BusMovement,7200,9,0.125
scenario_class,HelsinkiDowntown|ShortestPathMapBasedMovement,7200,1,0.013888888888888888
scenario_class,HelsinkiDowntown|WorkingDayMovement,7200,3,0.041666666666666664
scenario_class,KallioCommunityCompact|MapRouteMovement,7200,10,0.1388888888888889
scenario_class,KallioCommunityCompact|ShortestPathMapBasedMovement,7200,8,0.1111111111111111
scenario_class,KumpulaCampus|ShortestPathMapBasedMovement,7200,7,0.09722222222222222
scenario_class,ManhattanMidtownGrid|BusMovement,7200,8,0.1111111111111111
scenario_class,ManhattanMidtownGrid|MapRouteMovement,7200,6,0.08333333333333333
scenario_class,ManhattanMidtownGrid|ShortestPathMapBasedMovement,7200,0,0.0
scenario_class,NuuksioSparseTrails|MapRouteMovement,7200,4,0.05555555555555555
scenario_class,NuuksioSparseTrails|ShortestPathMapBasedMovement,7200,7,0.09722222222222222
transmit_range_m,10,16800,6,0.03571428571428571
transmit_range_m,100,16800,19,0.1130952380952381
transmit_range_m,20,16800,8,0.047619047619047616
transmit_range_m,200,16800,21,0.125
transmit_range_m,5,16800,14,0.08333333333333333
transmit_range_m,50,16800,15,0.08928571428571429
