dimension,value,full_count,selected_count,retention_pct
buffer_size,100M,25200,0,0.0
buffer_size,20M,25200,0,0.0
buffer_size,50M,25200,0,0.0
buffer_size,5M,25200,165,0.6547619047619048
density_bin,high,0,0,0.0
density_bin,low,28800,67,0.2326388888888889
density_bin,medium,2400,3,0.125
density_bin,very_low,69600,95,0.13649425287356323
group_structure,cluster_nomadic,20160,32,0.15873015873015872
group_structure,pedestrian_shortestpath_heterogeneous,20160,33,0.1636904761904762
group_structure,pedestrian_transit,20160,49,0.24305555555555555
group_structure,pedestrian_vehicle,20160,11,0.054563492063492064
group_structure,single_homogeneous,20160,40,0.1984126984126984
map_id,HelsinkiDisrupted,21600,43,0.19907407407407407
map_id,HelsinkiDowntown,21600,24,0.1111111111111111
map_id,KallioCommunityCompact,14400,31,0.2152777777777778
map_id,KumpulaCampus,7200,16,0.2222222222222222
map_id,ManhattanMidtownGrid,21600,26,0.12037037037037036
map_id,NuuksioSparseTrails,14400,25,0.1736111111111111
movement_model_primary,BusMovement,14400,37,0.2569444444444444
movement_model_primary,ClusterMovement,7200,25,0.3472222222222222
movement_model_primary,MapRouteMovement,28800,56,0.19444444444444445
movement_model_primary,ShortestPathMapBasedMovement,43200,43,0.09953703703703703
movement_model_primary,WorkingDayMovement,7200,4,0.05555555555555555
n_hosts,100,8400,15,0.17857142857142858
n_hosts,120,8400,12,0.14285714285714285
n_hosts,150,8400,20,0.23809523809523808
n_hosts,200,8400,20,0.23809523809523808
n_hosts,250,8400,18,0.21428571428571427
n_hosts,30,8400,12,0.14285714285714285
n_hosts,300,8400,19,0.2261904761904762
n_hosts,40,8400,10,0.11904761904761904
n_hosts,50,8400,10,0.11904761904761904
n_hosts,60,8400,7,0.08333333333333333
n_hosts,70,8400,12,0.14285714285714285
n_hosts,80,8400,10,0.11904761904761904
n_hosts_bin,101-150,16800,32,0.19047619047619047
n_hosts_bin,151-200,8400,20,0.23809523809523808
n_hosts_bin,61-100,25200,37,0.14682539682539683
n_hosts_bin,<=60,33600,39,0.11607142857142858
n_hosts_bin,>200,16800,37,0.22023809523809523
scenario_class,HelsinkiDisrupted|ClusterMovement,7200,25,0.3472222222222222
scenario_class,HelsinkiDisrupted|MapRouteMovement,7200,18,0.25
scenario_class,HelsinkiDisrupted|ShortestPathMapBasedMovement,7200,0,0.0
scenario_class,HelsinkiDowntown|BusMovement,7200,19,0.2638888888888889
scenario_class,HelsinkiDowntown|ShortestPathMapBasedMovement,7200,1,0.013888888888888888
scenario_class,HelsinkiDowntown|WorkingDayMovement,7200,4,0.05555555555555555
scenario_class,KallioCommunityCompact|MapRouteMovement,7200,18,0.25
scenario_class,KallioCommunityCompact|ShortestPathMapBasedMovement,7200,13,0.18055555555555555
scenario_class,KumpulaCampus|ShortestPathMapBasedMovement,7200,16,0.2222222222222222
scenario_class,ManhattanMidtownGrid|BusMovement,7200,18,0.25
scenario_class,ManhattanMidtownGrid|MapRouteMovement,7200,7,0.09722222222222222
scenario_class,ManhattanMidtownGrid|ShortestPathMapBasedMovement,7200,1,0.013888888888888888
scenario_class,NuuksioSparseTrails|MapRouteMovement,7200,13,0.18055555555555555
scenario_class,NuuksioSparseTrails|ShortestPathMapBasedMovement,7200,12,0.16666666666666666
transmit_range_m,10,16800,14,0.08333333333333333
transmit_range_m,100,16800,42,0.25
transmit_range_m,20,16800,14,0.08333333333333333
transmit_range_m,200,16800,44,0.2619047619047619
transmit_range_m,5,16800,25,0.1488095238095238
transmit_range_m,50,16800,26,0.15476190476190477
