dimension,value,full_count,selected_count,retention_pct
buffer_size,100M,25200,0,0.0
buffer_size,20M,25200,0,0.0
buffer_size,50M,25200,0,0.0
buffer_size,5M,25200,61,0.24206349206349206
density_bin,high,0,0,0.0
density_bin,low,28800,25,0.08680555555555555
density_bin,medium,2400,2,0.08333333333333333
density_bin,very_low,69600,34,0.04885057471264368
group_structure,cluster_nomadic,20160,8,0.03968253968253968
group_structure,pedestrian_shortestpath_heterogeneous,20160,18,0.08928571428571429
group_structure,pedestrian_transit,20160,18,0.08928571428571429
group_structure,pedestrian_vehicle,20160,2,0.00992063492063492
group_structure,single_homogeneous,20160,15,0.0744047619047619
map_id,HelsinkiDisrupted,21600,16,0.07407407407407407
map_id,HelsinkiDowntown,21600,13,0.06018518518518518
map_id,KallioCommunityCompact,14400,13,0.09027777777777778
map_id,KumpulaCampus,7200,3,0.041666666666666664
map_id,ManhattanMidtownGrid,21600,7,0.032407407407407406
map_id,NuuksioSparseTrails,14400,9,0.0625
movement_model_primary,BusMovement,14400,14,0.09722222222222222
movement_model_primary,ClusterMovement,7200,10,0.1388888888888889
movement_model_primary,MapRouteMovement,28800,21,0.07291666666666667
movement_model_primary,ShortestPathMapBasedMovement,43200,14,0.032407407407407406
movement_model_primary,WorkingDayMovement,7200,2,0.027777777777777776
n_hosts,100,8400,3,0.03571428571428571
n_hosts,120,8400,6,0.07142857142857142
n_hosts,150,8400,5,0.05952380952380952
n_hosts,200,8400,10,0.11904761904761904
n_hosts,250,8400,3,0.03571428571428571
n_hosts,30,8400,5,0.05952380952380952
n_hosts,300,8400,7,0.08333333333333333
n_hosts,40,8400,5,0.05952380952380952
n_hosts,50,8400,2,0.023809523809523808
n_hosts,60,8400,4,0.047619047619047616
n_hosts,70,8400,8,0.09523809523809523
n_hosts,80,8400,3,0.03571428571428571
n_hosts_bin,101-150,16800,11,0.06547619047619048
n_hosts_bin,151-200,8400,10,0.11904761904761904
n_hosts_bin,61-100,25200,14,0.05555555555555555
n_hosts_bin,<=60,33600,16,0.047619047619047616
n_hosts_bin,>200,16800,10,0.05952380952380952
scenario_class,HelsinkiDisrupted|ClusterMovement,7200,10,0.1388888888888889
scenario_class,HelsinkiDisrupted|MapRouteMovement,7200,6,0.08333333333333333
scenario_class,HelsinkiDisrupted|ShortestPathMapBasedMovement,7200,0,0.0
scenario_class,HelsinkiDowntown|BusMovement,7200,10,0.1388888888888889
scenario_class,HelsinkiDowntown|ShortestPathMapBasedMovement,7200,1,0.013888888888888888
scenario_class,HelsinkiDowntown|WorkingDayMovement,7200,2,0.027777777777777776
scenario_class,KallioCommunityCompact|MapRouteMovement,7200,7,0.09722222222222222
scenario_class,KallioCommunityCompact|ShortestPathMapBasedMovement,7200,6,0.08333333333333333
scenario_class,KumpulaCampus|ShortestPathMapBasedMovement,7200,3,0.041666666666666664
scenario_class,ManhattanMidtownGrid|BusMovement,7200,4,0.05555555555555555
scenario_class,ManhattanMidtownGrid|MapRouteMovement,7200,3,0.041666666666666664
scenario_class,ManhattanMidtownGrid|ShortestPathMapBasedMovement,7200,0,0.0
scenario_class,NuuksioSparseTrails|MapRouteMovement,7200,5,0.06944444444444445
scenario_class,NuuksioSparseTrails|ShortestPathMapBasedMovement,7200,4,0.05555555555555555
transmit_range_m,10,16800,5,0.02976190476190476
transmit_range_m,100,16800,14,0.08333333333333333
transmit_range_m,20,16800,5,0.02976190476190476
transmit_range_m,200,16800,15,0.08928571428571429
transmit_range_m,5,16800,11,0.06547619047619048
transmit_range_m,50,16800,11,0.06547619047619048
