dimension,value,full_count,selected_count,retention_pct
buffer_size,100M,25200,46,0.18253968253968253
buffer_size,20M,25200,25,0.0992063492063492
buffer_size,50M,25200,35,0.1388888888888889
buffer_size,5M,25200,31,0.12301587301587301
density_bin,high,0,0,0.0
density_bin,low,28800,46,0.1597222222222222
density_bin,medium,2400,7,0.2916666666666667
density_bin,very_low,69600,84,0.1206896551724138
group_structure,cluster_nomadic,20160,24,0.11904761904761904
group_structure,pedestrian_shortestpath_heterogeneous,20160,42,0.20833333333333334
group_structure,pedestrian_transit,20160,32,0.15873015873015872
group_structure,pedestrian_vehicle,20160,11,0.054563492063492064
group_structure,single_homogeneous,20160,28,0.1388888888888889
map_id,HelsinkiDisrupted,21600,33,0.1527777777777778
map_id,HelsinkiDowntown,21600,23,0.10648148148148148
map_id,KallioCommunityCompact,14400,27,0.1875
map_id,KumpulaCampus,7200,6,0.08333333333333333
map_id,ManhattanMidtownGrid,21600,26,0.12037037037037036
map_id,NuuksioSparseTrails,14400,22,0.1527777777777778
movement_model_primary,BusMovement,14400,29,0.2013888888888889
movement_model_primary,ClusterMovement,7200,14,0.19444444444444445
movement_model_primary,MapRouteMovement,28800,47,0.16319444444444445
movement_model_primary,ShortestPathMapBasedMovement,43200,44,0.10185185185185185
movement_model_primary,WorkingDayMovement,7200,3,0.041666666666666664
n_hosts,100,8400,12,0.14285714285714285
n_hosts,120,8400,10,0.11904761904761904
n_hosts,150,8400,14,0.16666666666666666
n_hosts,200,8400,14,0.16666666666666666
n_hosts,250,8400,13,0.15476190476190477
n_hosts,30,8400,13,0.15476190476190477
n_hosts,300,8400,25,0.2976190476190476
n_hosts,40,8400,9,0.10714285714285714
n_hosts,50,8400,4,0.047619047619047616
n_hosts,60,8400,9,0.10714285714285714
n_hosts,70,8400,8,0.09523809523809523
n_hosts,80,8400,6,0.07142857142857142
n_hosts_bin,101-150,16800,24,0.14285714285714285
n_hosts_bin,151-200,8400,14,0.16666666666666666
n_hosts_bin,61-100,25200,26,0.10317460317460317
n_hosts_bin,<=60,33600,35,0.10416666666666667
n_hosts_bin,>200,16800,38,0.2261904761904762
scenario_class,HelsinkiDisrupted|ClusterMovement,7200,14,0.19444444444444445
scenario_class,HelsinkiDisrupted|MapRouteMovement,7200,14,0.19444444444444445
scenario_class,HelsinkiDisrupted|ShortestPathMapBasedMovement,7200,5,0.06944444444444445
scenario_class,HelsinkiDowntown|BusMovement,7200,15,0.20833333333333334
scenario_class,HelsinkiDowntown|ShortestPathMapBasedMovement,7200,5,0.06944444444444445
scenario_class,HelsinkiDowntown|WorkingDayMovement,7200,3,0.041666666666666664
scenario_class,KallioCommunityCompact|MapRouteMovement,7200,15,0.20833333333333334
scenario_class,KallioCommunityCompact|ShortestPathMapBasedMovement,7200,12,0.16666666666666666
scenario_class,KumpulaCampus|ShortestPathMapBasedMovement,7200,6,0.08333333333333333
scenario_class,ManhattanMidtownGrid|BusMovement,7200,14,0.19444444444444445
scenario_class,ManhattanMidtownGrid|MapRouteMovement,7200,7,0.09722222222222222
scenario_class,ManhattanMidtownGrid|ShortestPathMapBasedMovement,7200,5,0.06944444444444445
scenario_class,NuuksioSparseTrails|MapRouteMovement,7200,11,0.1527777777777778
scenario_class,NuuksioSparseTrails|ShortestPathMapBasedMovement,7200,11,0.1527777777777778
transmit_range_m,10,16800,16,0.09523809523809523
transmit_range_m,100,16800,24,0.14285714285714285
transmit_range_m,20,16800,13,0.07738095238095238
transmit_range_m,200,16800,46,0.27380952380952384
transmit_range_m,5,16800,19,0.1130952380952381
transmit_range_m,50,16800,19,0.1130952380952381
