dimension,value,full_count,selected_count,retention_pct
buffer_size,100M,25200,73,0.2896825396825397
buffer_size,20M,25200,39,0.15476190476190477
buffer_size,50M,25200,46,0.18253968253968253
buffer_size,5M,25200,51,0.20238095238095238
density_bin,high,0,0,0.0
density_bin,low,28800,84,0.2916666666666667
density_bin,medium,2400,2,0.08333333333333333
density_bin,very_low,69600,123,0.17672413793103448
group_structure,cluster_nomadic,20160,40,0.1984126984126984
group_structure,pedestrian_shortestpath_heterogeneous,20160,71,0.3521825396825397
group_structure,pedestrian_transit,20160,51,0.25297619047619047
group_structure,pedestrian_vehicle,20160,19,0.09424603174603174
group_structure,single_homogeneous,20160,28,0.1388888888888889
map_id,HelsinkiDisrupted,21600,52,0.24074074074074073
map_id,HelsinkiDowntown,21600,32,0.14814814814814814
map_id,KallioCommunityCompact,14400,38,0.2638888888888889
map_id,KumpulaCampus,7200,14,0.19444444444444445
map_id,ManhattanMidtownGrid,21600,47,0.2175925925925926
map_id,NuuksioSparseTrails,14400,26,0.18055555555555555
movement_model_primary,BusMovement,14400,47,0.3263888888888889
movement_model_primary,ClusterMovement,7200,18,0.25
movement_model_primary,MapRouteMovement,28800,73,0.2534722222222222
movement_model_primary,ShortestPathMapBasedMovement,43200,68,0.1574074074074074
movement_model_primary,WorkingDayMovement,7200,3,0.041666666666666664
n_hosts,100,8400,17,0.20238095238095238
n_hosts,120,8400,16,0.19047619047619047
n_hosts,150,8400,22,0.2619047619047619
n_hosts,200,8400,27,0.32142857142857145
n_hosts,250,8400,26,0.30952380952380953
n_hosts,30,8400,12,0.14285714285714285
n_hosts,300,8400,23,0.27380952380952384
n_hosts,40,8400,12,0.14285714285714285
n_hosts,50,8400,15,0.17857142857142858
n_hosts,60,8400,14,0.16666666666666666
n_hosts,70,8400,11,0.13095238095238096
n_hosts,80,8400,14,0.16666666666666666
n_hosts_bin,101-150,16800,38,0.2261904761904762
n_hosts_bin,151-200,8400,27,0.32142857142857145
n_hosts_bin,61-100,25200,42,0.16666666666666666
n_hosts_bin,<=60,33600,53,0.15773809523809523
n_hosts_bin,>200,16800,49,0.2916666666666667
scenario_class,HelsinkiDisrupted|ClusterMovement,7200,18,0.25
scenario_class,HelsinkiDisrupted|MapRouteMovement,7200,23,0.3194444444444444
scenario_class,HelsinkiDisrupted|ShortestPathMapBasedMovement,7200,11,0.1527777777777778
scenario_class,HelsinkiDowntown|BusMovement,7200,20,0.2777777777777778
scenario_class,HelsinkiDowntown|ShortestPathMapBasedMovement,7200,9,0.125
scenario_class,HelsinkiDowntown|WorkingDayMovement,7200,3,0.041666666666666664
scenario_class,KallioCommunityCompact|MapRouteMovement,7200,24,0.3333333333333333
scenario_class,KallioCommunityCompact|ShortestPathMapBasedMovement,7200,14,0.19444444444444445
scenario_class,KumpulaCampus|ShortestPathMapBasedMovement,7200,14,0.19444444444444445
scenario_class,ManhattanMidtownGrid|BusMovement,7200,27,0.375
scenario_class,ManhattanMidtownGrid|MapRouteMovement,7200,12,0.16666666666666666
scenario_class,ManhattanMidtownGrid|ShortestPathMapBasedMovement,7200,8,0.1111111111111111
scenario_class,NuuksioSparseTrails|MapRouteMovement,7200,14,0.19444444444444445
scenario_class,NuuksioSparseTrails|ShortestPathMapBasedMovement,7200,12,0.16666666666666666
transmit_range_m,10,16800,22,0.13095238095238096
transmit_range_m,100,16800,47,0.27976190476190477
transmit_range_m,20,16800,31,0.18452380952380953
transmit_range_m,200,16800,59,0.35119047619047616
transmit_range_m,5,16800,23,0.13690476190476192
transmit_range_m,50,16800,27,0.16071428571428573
