dimension,value,full_count,selected_count,retention_pct
buffer_size,100M,25200,123,0.4880952380952381
buffer_size,20M,25200,62,0.24603174603174602
buffer_size,50M,25200,71,0.28174603174603174
buffer_size,5M,25200,83,0.32936507936507936
density_bin,high,0,0,0.0
density_bin,low,28800,135,0.46875
density_bin,medium,2400,6,0.25
density_bin,very_low,69600,198,0.28448275862068967
group_structure,cluster_nomadic,20160,59,0.2926587301587302
group_structure,pedestrian_shortestpath_heterogeneous,20160,117,0.5803571428571429
group_structure,pedestrian_transit,20160,88,0.4365079365079365
group_structure,pedestrian_vehicle,20160,27,0.13392857142857142
group_structure,single_homogeneous,20160,48,0.23809523809523808
map_id,HelsinkiDisrupted,21600,85,0.39351851851851855
map_id,HelsinkiDowntown,21600,50,0.23148148148148148
map_id,KallioCommunityCompact,14400,64,0.4444444444444444
map_id,KumpulaCampus,7200,26,0.3611111111111111
map_id,ManhattanMidtownGrid,21600,65,0.30092592592592593
map_id,NuuksioSparseTrails,14400,49,0.3402777777777778
movement_model_primary,BusMovement,14400,67,0.4652777777777778
movement_model_primary,ClusterMovement,7200,30,0.4166666666666667
movement_model_primary,MapRouteMovement,28800,117,0.40625
movement_model_primary,ShortestPathMapBasedMovement,43200,121,0.2800925925925926
movement_model_primary,WorkingDayMovement,7200,4,0.05555555555555555
n_hosts,100,8400,24,0.2857142857142857
n_hosts,120,8400,16,0.19047619047619047
n_hosts,150,8400,44,0.5238095238095238
n_hosts,200,8400,36,0.42857142857142855
n_hosts,250,8400,42,0.5
n_hosts,30,8400,30,0.35714285714285715
n_hosts,300,8400,47,0.5595238095238095
n_hosts,40,8400,23,0.27380952380952384
n_hosts,50,8400,25,0.2976190476190476
n_hosts,60,8400,14,0.16666666666666666
n_hosts,70,8400,16,0.19047619047619047
n_hosts,80,8400,22,0.2619047619047619
n_hosts_bin,101-150,16800,60,0.35714285714285715
n_hosts_bin,151-200,8400,36,0.42857142857142855
n_hosts_bin,61-100,25200,62,0.24603174603174602
n_hosts_bin,<=60,33600,92,0.27380952380952384
n_hosts_bin,>200,16800,89,0.5297619047619048
scenario_class,HelsinkiDisrupted|ClusterMovement,7200,30,0.4166666666666667
scenario_class,HelsinkiDisrupted|MapRouteMovement,7200,36,0.5
scenario_class,HelsinkiDisrupted|ShortestPathMapBasedMovement,7200,19,0.2638888888888889
scenario_class,HelsinkiDowntown|BusMovement,7200,30,0.4166666666666667
scenario_class,HelsinkiDowntown|ShortestPathMapBasedMovement,7200,16,0.2222222222222222
scenario_class,HelsinkiDowntown|WorkingDayMovement,7200,4,0.05555555555555555
scenario_class,KallioCommunityCompact|MapRouteMovement,7200,36,0.5
scenario_class,KallioCommunityCompact|ShortestPathMapBasedMovement,7200,28,0.3888888888888889
scenario_class,KumpulaCampus|ShortestPathMapBasedMovement,7200,26,0.3611111111111111
scenario_class,ManhattanMidtownGrid|BusMovement,7200,37,0.5138888888888888
scenario_class,ManhattanMidtownGrid|MapRouteMovement,7200,16,0.2222222222222222
scenario_class,ManhattanMidtownGrid|ShortestPathMapBasedMovement,7200,12,0.16666666666666666
scenario_class,NuuksioSparseTrails|MapRouteMovement,7200,29,0.4027777777777778
scenario_class,NuuksioSparseTrails|ShortestPathMapBasedMovement,7200,20,0.2777777777777778
transmit_range_m,10,16800,30,0.17857142857142858
transmit_range_m,100,16800,80,0.47619047619047616
transmit_range_m,20,16800,45,0.26785714285714285
transmit_range_m,200,16800,100,0.5952380952380952
transmit_range_m,5,16800,39,0.23214285714285715
transmit_range_m,50,16800,45,0.26785714285714285
