candidate_id,param_id,scenario_name,settings_file,map_id,movement_model,n_hosts,end_time_s,end_time_hours,group_structure,transmit_range_m,buffer_size,router,rng_seed,scenario_index
C26051,P26051,SV1_C26051,scenario_space_v1/settings/SV1_C26051.settings,HelsinkiDowntown,BusMovement,120,14400,4.0,single_homogeneous,20,100M,EpidemicRouter,27051,26051
C90015,P90015,SV1_C90015,scenario_space_v1/settings/SV1_C90015.settings,NuuksioSparseTrails,MapRouteMovement,100,7200,2.0,single_homogeneous,50,100M,EpidemicRouter,91015,90015
C55722,P55722,SV1_C55722,scenario_space_v1/settings/SV1_C55722.settings,KallioCommunityCompact,ShortestPathMapBasedMovement,150,86400,24.0,pedestrian_transit,100,50M,EpidemicRouter,56722,55722
C88438,P88438,SV1_C88438,scenario_space_v1/settings/SV1_C88438.settings,NuuksioSparseTrails,MapRouteMovement,60,10800,3.0,cluster_nomadic,200,50M,EpidemicRouter,89438,88438
C01351,P01351,SV1_C01351,scenario_space_v1/settings/SV1_C01351.settings,HelsinkiDisrupted,ClusterMovement,50,10800,3.0,pedestrian_transit,10,100M,EpidemicRouter,2351,1351
C21366,P21366,SV1_C21366,scenario_space_v1/settings/SV1_C21366.settings,HelsinkiDisrupted,ShortestPathMapBasedMovement,300,43200,12.0,single_homogeneous,10,50M,EpidemicRouter,22366,21366
C51824,P51824,SV1_C51824,scenario_space_v1/settings/SV1_C51824.settings,KallioCommunityCompact,ShortestPathMapBasedMovement,50,10800,3.0,cluster_nomadic,20,5M,EpidemicRouter,52824,51824
C89218,P89218,SV1_C89218,scenario_space_v1/settings/SV1_C89218.settings,NuuksioSparseTrails,MapRouteMovement,70,43200,12.0,pedestrian_vehicle,20,50M,EpidemicRouter,90218,89218
C25399,P25399,SV1_C25399,scenario_space_v1/settings/SV1_C25399.settings,HelsinkiDowntown,BusMovement,100,10800,3.0,pedestrian_shortestpath_heterogeneous,10,100M,EpidemicRouter,26399,25399
C95066,P95066,SV1_C95066,scenario_space_v1/settings/SV1_C95066.settings,NuuksioSparseTrails,ShortestPathMapBasedMovement,50,14400,4.0,pedestrian_transit,5,50M,EpidemicRouter,96066,95066
C66361,P66361,SV1_C66361,scenario_space_v1/settings/SV1_C66361.settings,ManhattanMidtownGrid,BusMovement,50,43200,12.0,single_homogeneous,5,20M,EpidemicRouter,67361,66361
C59077,P59077,SV1_C59077,scenario_space_v1/settings/SV1_C59077.settings,KumpulaCampus,ShortestPathMapBasedMovement,50,14400,4.0,pedestrian_transit,50,20M,EpidemicRouter,60077,59077
C06238,P06238,SV1_C06238,scenario_space_v1/settings/SV1_C06238.settings,HelsinkiDisrupted,ClusterMovement,250,10800,3.0,cluster_nomadic,200,50M,EpidemicRouter,7238,6238
C72458,P72458,SV1_C72458,scenario_space_v1/settings/SV1_C72458.settings,ManhattanMidtownGrid,MapRouteMovement,30,43200,12.0,cluster_nomadic,5,50M,EpidemicRouter,73458,72458
C76952,P76952,SV1_C76952,scenario_space_v1/settings/SV1_C76952.settings,ManhattanMidtownGrid,MapRouteMovement,150,10800,3.0,pedestrian_transit,20,5M,EpidemicRouter,77952,76952
C59195,P59195,SV1_C59195,scenario_space_v1/settings/SV1_C59195.settings,KumpulaCampus,ShortestPathMapBasedMovement,50,43200,12.0,pedestrian_transit,20,100M,EpidemicRouter,60195,59195
C44095,P44095,SV1_C44095,scenario_space_v1/settings/SV1_C44095.settings,KallioCommunityCompact,MapRouteMovement,40,14400,4.0,pedestrian_vehicle,10,100M,EpidemicRouter,45095,44095
C21815,P21815,SV1_C21815,scenario_space_v1/settings/SV1_C21815.settings,HelsinkiDowntown,BusMovement,30,10800,3.0,pedestrian_shortestpath_heterogeneous,200,100M,EpidemicRouter,22815,21815
C17421,P17421,SV1_C17421,scenario_space_v1/settings/SV1_C17421.settings,HelsinkiDisrupted,ShortestPathMapBasedMovement,80,7200,2.0,single_homogeneous,200,20M,EpidemicRouter,18421,17421
C10244,P10244,SV1_C10244,scenario_space_v1/settings/SV1_C10244.settings,HelsinkiDisrupted,MapRouteMovement,80,7200,2.0,pedestrian_transit,200,5M,EpidemicRouter,11244,10244
C76119,P76119,SV1_C76119,scenario_space_v1/settings/SV1_C76119.settings,ManhattanMidtownGrid,MapRouteMovement,100,86400,24.0,pedestrian_transit,50,100M,EpidemicRouter,77119,76119
C25171,P25171,SV1_C25171,scenario_space_v1/settings/SV1_C25171.settings,HelsinkiDowntown,BusMovement,80,86400,24.0,pedestrian_shortestpath_heterogeneous,100,100M,EpidemicRouter,26171,25171
C70284,P70284,SV1_C70284,scenario_space_v1/settings/SV1_C70284.settings,ManhattanMidtownGrid,BusMovement,200,7200,2.0,pedestrian_shortestpath_heterogeneous,50,5M,EpidemicRouter,71284,70284
C24109,P24109,SV1_C24109,scenario_space_v1/settings/SV1_C24109.settings,HelsinkiDowntown,BusMovement,70,7200,2.0,cluster_nomadic,50,20M,EpidemicRouter,25109,24109
C65305,P65305,SV1_C65305,scenario_space_v1/settings/SV1_C65305.settings,ManhattanMidtownGrid,BusMovement,30,86400,24.0,pedestrian_transit,5,20M,EpidemicRouter,66305,65305
C04932,P04932,SV1_C04932,scenario_space_v1/settings/SV1_C04932.settings,HelsinkiDisrupted,ClusterMovement,150,10800,3.0,single_homogeneous,50,5M,EpidemicRouter,5932,4932
C49227,P49227,SV1_C49227,scenario_space_v1/settings/SV1_C49227.settings,KallioCommunityCompact,MapRouteMovement,250,7200,2.0,pedestrian_transit,5,100M,EpidemicRouter,50227,49227
C06322,P06322,SV1_C06322,scenario_space_v1/settings/SV1_C06322.settings,HelsinkiDisrupted,ClusterMovement,250,14400,4.0,pedestrian_shortestpath_heterogeneous,20,50M,EpidemicRouter,7322,6322
C50842,P50842,SV1_C50842,scenario_space_v1/settings/SV1_C50842.settings,KallioCommunityCompact,ShortestPathMapBasedMovement,30,43200,12.0,pedestrian_shortestpath_heterogeneous,20,50M,EpidemicRouter,51842,50842
C63348,P63348,SV1_C63348,scenario_space_v1/settings/SV1_C63348.settings,KumpulaCampus,ShortestPathMapBasedMovement,200,14400,4.0,cluster_nomadic,50,5M,EpidemicRouter,64348,63348
C63277,P63277,SV1_C63277,scenario_space_v1/settings/SV1_C63277.settings,KumpulaCampus,ShortestPathMapBasedMovement,200,14400,4.0,pedestrian_transit,50,20M,EpidemicRouter,64277,63277
C11352,P11352,SV1_C11352,scenario_space_v1/settings/SV1_C11352.settings,HelsinkiDisrupted,MapRouteMovement,100,86400,24.0,pedestrian_shortestpath_heterogeneous,5,5M,EpidemicRouter,12352,11352
C09497,P09497,SV1_C09497,scenario_space_v1/settings/SV1_C09497.settings,HelsinkiDisrupted,MapRouteMovement,60,86400,24.0,single_homogeneous,100,20M,EpidemicRouter,10497,9497
C48728,P48728,SV1_C48728,scenario_space_v1/settings/SV1_C48728.settings,KallioCommunityCompact,MapRouteMovement,200,10800,3.0,single_homogeneous,20,5M,EpidemicRouter,49728,48728
C38898,P38898,SV1_C38898,scenario_space_v1/settings/SV1_C38898.settings,HelsinkiDowntown,WorkingDayMovement,70,86400,24.0,single_homogeneous,100,50M,EpidemicRouter,39898,38898
C69947,P69947,SV1_C69947,scenario_space_v1/settings/SV1_C69947.settings,ManhattanMidtownGrid,BusMovement,150,14400,4.0,cluster_nomadic,20,100M,EpidemicRouter,70947,69947
C15208,P15208,SV1_C15208,scenario_space_v1/settings/SV1_C15208.settings,HelsinkiDisrupted,ShortestPathMapBasedMovement,40,10800,3.0,pedestrian_shortestpath_heterogeneous,100,5M,EpidemicRouter,16208,15208
C78410,P78410,SV1_C78410,scenario_space_v1/settings/SV1_C78410.settings,ManhattanMidtownGrid,MapRouteMovement,250,43200,12.0,pedestrian_vehicle,5,50M,EpidemicRouter,79410,78410
C80964,P80964,SV1_C80964,scenario_space_v1/settings/SV1_C80964.settings,ManhattanMidtownGrid,ShortestPathMapBasedMovement,50,86400,24.0,pedestrian_shortestpath_heterogeneous,50,5M,EpidemicRouter,81964,80964
C48208,P48208,SV1_C48208,scenario_space_v1/settings/SV1_C48208.settings,KallioCommunityCompact,MapRouteMovement,150,10800,3.0,pedestrian_shortestpath_heterogeneous,100,5M,EpidemicRouter,49208,48208
C99082,P99082,SV1_C99082,scenario_space_v1/settings/SV1_C99082.settings,NuuksioSparseTrails,ShortestPathMapBasedMovement,200,7200,2.0,pedestrian_shortestpath_heterogeneous,20,50M,EpidemicRouter,100082,99082
C49190,P49190,SV1_C49190,scenario_space_v1/settings/SV1_C49190.settings,KallioCommunityCompact,MapRouteMovement,200,86400,24.0,cluster_nomadic,50,50M,EpidemicRouter,50190,49190
C95161,P95161,SV1_C95161,scenario_space_v1/settings/SV1_C95161.settings,NuuksioSparseTrails,ShortestPathMapBasedMovement,50,43200,12.0,single_homogeneous,5,20M,EpidemicRouter,96161,95161
C60453,P60453,SV1_C60453,scenario_space_v1/settings/SV1_C60453.settings,KumpulaCampus,ShortestPathMapBasedMovement,70,43200,12.0,pedestrian_shortestpath_heterogeneous,200,20M,EpidemicRouter,61453,60453
C44348,P44348,SV1_C44348,scenario_space_v1/settings/SV1_C44348.settings,KallioCommunityCompact,MapRouteMovement,40,86400,24.0,pedestrian_vehicle,200,5M,EpidemicRouter,45348,44348
C95990,P95990,SV1_C95990,scenario_space_v1/settings/SV1_C95990.settings,NuuksioSparseTrails,ShortestPathMapBasedMovement,60,86400,24.0,cluster_nomadic,50,50M,EpidemicRouter,96990,95990
C14182,P14182,SV1_C14182,scenario_space_v1/settings/SV1_C14182.settings,HelsinkiDisrupted,MapRouteMovement,300,43200,12.0,single_homogeneous,200,50M,EpidemicRouter,15182,14182
C35729,P35729,SV1_C35729,scenario_space_v1/settings/SV1_C35729.settings,HelsinkiDowntown,ShortestPathMapBasedMovement,300,14400,4.0,pedestrian_shortestpath_heterogeneous,100,20M,EpidemicRouter,36729,35729
C93088,P93088,SV1_C93088,scenario_space_v1/settings/SV1_C93088.settings,NuuksioSparseTrails,MapRouteMovement,300,7200,2.0,pedestrian_shortestpath_heterogeneous,100,5M,EpidemicRouter,94088,93088
C78584,P78584,SV1_C78584,scenario_space_v1/settings/SV1_C78584.settings,ManhattanMidtownGrid,MapRouteMovement,250,86400,24.0,cluster_nomadic,20,5M,EpidemicRouter,79584,78584
C04763,P04763,SV1_C04763,scenario_space_v1/settings/SV1_C04763.settings,HelsinkiDisrupted,ClusterMovement,120,86400,24.0,pedestrian_shortestpath_heterogeneous,20,100M,EpidemicRouter,5763,4763
C95564,P95564,SV1_C95564,scenario_space_v1/settings/SV1_C95564.settings,NuuksioSparseTrails,ShortestPathMapBasedMovement,60,10800,3.0,pedestrian_transit,200,5M,EpidemicRouter,96564,95564
C44267,P44267,SV1_C44267,scenario_space_v1/settings/SV1_C44267.settings,KallioCommunityCompact,MapRouteMovement,40,43200,12.0,cluster_nomadic,20,100M,EpidemicRouter,45267,44267
C30450,P30450,SV1_C30450,scenario_space_v1/settings/SV1_C30450.settings,HelsinkiDowntown,ShortestPathMapBasedMovement,50,43200,12.0,pedestrian_shortestpath_heterogeneous,100,50M,EpidemicRouter,31450,30450
C99522,P99522,SV1_C99522,scenario_space_v1/settings/SV1_C99522.settings,NuuksioSparseTrails,ShortestPathMapBasedMovement,200,86400,24.0,pedestrian_transit,100,50M,EpidemicRouter,100522,99522
C70839,P70839,SV1_C70839,scenario_space_v1/settings/SV1_C70839.settings,ManhattanMidtownGrid,BusMovement,250,7200,2.0,pedestrian_transit,50,100M,EpidemicRouter,71839,70839
C63079,P63079,SV1_C63079,scenario_space_v1/settings/SV1_C63079.settings,KumpulaCampus,ShortestPathMapBasedMovement,200,7200,2.0,pedestrian_shortestpath_heterogeneous,10,100M,EpidemicRouter,64079,63079
C27977,P27977,SV1_C27977,scenario_space_v1/settings/SV1_C27977.settings,HelsinkiDowntown,BusMovement,250,43200,12.0,single_homogeneous,100,20M,EpidemicRouter,28977,27977
C23840,P23840,SV1_C23840,scenario_space_v1/settings/SV1_C23840.settings,HelsinkiDowntown,BusMovement,60,43200,12.0,pedestrian_shortestpath_heterogeneous,20,5M,EpidemicRouter,24840,23840
C44687,P44687,SV1_C44687,scenario_space_v1/settings/SV1_C44687.settings,KallioCommunityCompact,MapRouteMovement,50,14400,4.0,pedestrian_transit,200,100M,EpidemicRouter,45687,44687
C76631,P76631,SV1_C76631,scenario_space_v1/settings/SV1_C76631.settings,ManhattanMidtownGrid,MapRouteMovement,120,43200,12.0,pedestrian_vehicle,200,100M,EpidemicRouter,77631,76631
C10412,P10412,SV1_C10412,scenario_space_v1/settings/SV1_C10412.settings,HelsinkiDisrupted,MapRouteMovement,80,10800,3.0,pedestrian_shortestpath_heterogeneous,200,5M,EpidemicRouter,11412,10412
C10799,P10799,SV1_C10799,scenario_space_v1/settings/SV1_C10799.settings,HelsinkiDisrupted,MapRouteMovement,80,86400,24.0,cluster_nomadic,200,100M,EpidemicRouter,11799,10799
C46729,P46729,SV1_C46729,scenario_space_v1/settings/SV1_C46729.settings,KallioCommunityCompact,MapRouteMovement,80,86400,24.0,pedestrian_vehicle,5,20M,EpidemicRouter,47729,46729
C48435,P48435,SV1_C48435,scenario_space_v1/settings/SV1_C48435.settings,KallioCommunityCompact,MapRouteMovement,150,43200,12.0,pedestrian_shortestpath_heterogeneous,5,100M,EpidemicRouter,49435,48435
C65636,P65636,SV1_C65636,scenario_space_v1/settings/SV1_C65636.settings,ManhattanMidtownGrid,BusMovement,40,10800,3.0,cluster_nomadic,200,5M,EpidemicRouter,66636,65636
C13055,P13055,SV1_C13055,scenario_space_v1/settings/SV1_C13055.settings,HelsinkiDisrupted,MapRouteMovement,200,43200,12.0,pedestrian_shortestpath_heterogeneous,200,100M,EpidemicRouter,14055,13055
C20444,P20444,SV1_C20444,scenario_space_v1/settings/SV1_C20444.settings,HelsinkiDisrupted,ShortestPathMapBasedMovement,250,7200,2.0,pedestrian_transit,200,5M,EpidemicRouter,21444,20444
C42603,P42603,SV1_C42603,scenario_space_v1/settings/SV1_C42603.settings,HelsinkiDowntown,WorkingDayMovement,300,7200,2.0,single_homogeneous,5,100M,EpidemicRouter,43603,42603
C59481,P59481,SV1_C59481,scenario_space_v1/settings/SV1_C59481.settings,KumpulaCampus,ShortestPathMapBasedMovement,60,7200,2.0,pedestrian_shortestpath_heterogeneous,20,20M,EpidemicRouter,60481,59481
C79091,P79091,SV1_C79091,scenario_space_v1/settings/SV1_C79091.settings,ManhattanMidtownGrid,MapRouteMovement,300,86400,24.0,single_homogeneous,20,100M,EpidemicRouter,80091,79091
C50759,P50759,SV1_C50759,scenario_space_v1/settings/SV1_C50759.settings,KallioCommunityCompact,ShortestPathMapBasedMovement,30,14400,4.0,cluster_nomadic,200,100M,EpidemicRouter,51759,50759
C19125,P19125,SV1_C19125,scenario_space_v1/settings/SV1_C19125.settings,HelsinkiDisrupted,ShortestPathMapBasedMovement,120,86400,24.0,pedestrian_transit,200,20M,EpidemicRouter,20125,19125
C09066,P09066,SV1_C09066,scenario_space_v1/settings/SV1_C09066.settings,HelsinkiDisrupted,MapRouteMovement,60,7200,2.0,pedestrian_vehicle,100,50M,EpidemicRouter,10066,9066
C83971,P83971,SV1_C83971,scenario_space_v1/settings/SV1_C83971.settings,ManhattanMidtownGrid,ShortestPathMapBasedMovement,120,86400,24.0,pedestrian_shortestpath_heterogeneous,100,100M,EpidemicRouter,84971,83971
C86011,P86011,SV1_C86011,scenario_space_v1/settings/SV1_C86011.settings,ManhattanMidtownGrid,ShortestPathMapBasedMovement,300,10800,3.0,pedestrian_shortestpath_heterogeneous,100,100M,EpidemicRouter,87011,86011
C70534,P70534,SV1_C70534,scenario_space_v1/settings/SV1_C70534.settings,ManhattanMidtownGrid,BusMovement,200,14400,4.0,pedestrian_shortestpath_heterogeneous,200,50M,EpidemicRouter,71534,70534
C21566,P21566,SV1_C21566,scenario_space_v1/settings/SV1_C21566.settings,HelsinkiDisrupted,ShortestPathMapBasedMovement,300,86400,24.0,pedestrian_shortestpath_heterogeneous,50,50M,EpidemicRouter,22566,21566
C82527,P82527,SV1_C82527,scenario_space_v1/settings/SV1_C82527.settings,ManhattanMidtownGrid,ShortestPathMapBasedMovement,80,14400,4.0,pedestrian_shortestpath_heterogeneous,50,100M,EpidemicRouter,83527,82527
