dimension,value,full_count,selected_count,retention_pct
buffer_size,100M,25200,50,0.1984126984126984
buffer_size,20M,25200,28,0.1111111111111111
buffer_size,50M,25200,35,0.1388888888888889
buffer_size,5M,25200,35,0.1388888888888889
density_bin,high,0,0,0.0
density_bin,low,28800,57,0.19791666666666666
density_bin,medium,2400,2,0.08333333333333333
density_bin,very_low,69600,89,0.1278735632183908
group_structure,cluster_nomadic,20160,23,0.11408730158730158
group_structure,pedestrian_shortestpath_heterogeneous,20160,54,0.26785714285714285
group_structure,pedestrian_transit,20160,37,0.18353174603174602
group_structure,pedestrian_vehicle,20160,11,0.054563492063492064
group_structure,single_homogeneous,20160,23,0.11408730158730158
map_id,HelsinkiDisrupted,21600,39,0.18055555555555555
map_id,HelsinkiDowntown,21600,25,0.11574074074074074
map_id,KallioCommunityCompact,14400,25,0.1736111111111111
map_id,KumpulaCampus,7200,11,0.1527777777777778
map_id,ManhattanMidtownGrid,21600,30,0.1388888888888889
map_id,NuuksioSparseTrails,14400,18,0.125
movement_model_primary,BusMovement,14400,33,0.22916666666666666
movement_model_primary,ClusterMovement,7200,16,0.2222222222222222
movement_model_primary,MapRouteMovement,28800,49,0.1701388888888889
movement_model_primary,ShortestPathMapBasedMovement,43200,47,0.1087962962962963
movement_model_primary,WorkingDayMovement,7200,3,0.041666666666666664
n_hosts,100,8400,8,0.09523809523809523
n_hosts,120,8400,13,0.15476190476190477
n_hosts,150,8400,12,0.14285714285714285
n_hosts,200,8400,19,0.2261904761904762
n_hosts,250,8400,19,0.2261904761904762
n_hosts,30,8400,11,0.13095238095238096
n_hosts,300,8400,18,0.21428571428571427
n_hosts,40,8400,8,0.09523809523809523
n_hosts,50,8400,12,0.14285714285714285
n_hosts,60,8400,12,0.14285714285714285
n_hosts,70,8400,7,0.08333333333333333
n_hosts,80,8400,9,0.10714285714285714
n_hosts_bin,101-150,16800,25,0.1488095238095238
n_hosts_bin,151-200,8400,19,0.2261904761904762
n_hosts_bin,61-100,25200,24,0.09523809523809523
n_hosts_bin,<=60,33600,43,0.12797619047619047
n_hosts_bin,>200,16800,37,0.22023809523809523
scenario_class,HelsinkiDisrupted|ClusterMovement,7200,16,0.2222222222222222
scenario_class,HelsinkiDisrupted|MapRouteMovement,7200,15,0.20833333333333334
scenario_class,HelsinkiDisrupted|ShortestPathMapBasedMovement,7200,8,0.1111111111111111
scenario_class,HelsinkiDowntown|BusMovement,7200,17,0.2361111111111111
scenario_class,HelsinkiDowntown|ShortestPathMapBasedMovement,7200,5,0.06944444444444445
scenario_class,HelsinkiDowntown|WorkingDayMovement,7200,3,0.041666666666666664
scenario_class,KallioCommunityCompact|MapRouteMovement,7200,16,0.2222222222222222
scenario_class,KallioCommunityCompact|ShortestPathMapBasedMovement,7200,9,0.125
scenario_class,KumpulaCampus|ShortestPathMapBasedMovement,7200,11,0.1527777777777778
scenario_class,ManhattanMidtownGrid|BusMovement,7200,16,0.2222222222222222
scenario_class,ManhattanMidtownGrid|MapRouteMovement,7200,10,0.1388888888888889
scenario_class,ManhattanMidtownGrid|ShortestPathMapBasedMovement,7200,4,0.05555555555555555
scenario_class,NuuksioSparseTrails|MapRouteMovement,7200,8,0.1111111111111111
scenario_class,NuuksioSparseTrails|ShortestPathMapBasedMovement,7200,10,0.1388888888888889
transmit_range_m,10,16800,13,0.07738095238095238
transmit_range_m,100,16800,34,0.20238095238095238
transmit_range_m,20,16800,26,0.15476190476190477
transmit_range_m,200,16800,41,0.24404761904761904
transmit_range_m,5,16800,16,0.09523809523809523
transmit_range_m,50,16800,18,0.10714285714285714
