dimension,value,full_count,selected_count,retention_pct
buffer_size,100M,25200,67,0.26587301587301587
buffer_size,20M,25200,31,0.12301587301587301
buffer_size,50M,25200,44,0.1746031746031746
buffer_size,5M,25200,52,0.20634920634920634
density_bin,high,0,0,0.0
density_bin,low,28800,64,0.2222222222222222
density_bin,medium,2400,9,0.375
density_bin,very_low,69600,121,0.17385057471264367
group_structure,cluster_nomadic,20160,37,0.18353174603174602
group_structure,pedestrian_shortestpath_heterogeneous,20160,59,0.2926587301587302
group_structure,pedestrian_transit,20160,44,0.21825396825396826
group_structure,pedestrian_vehicle,20160,17,0.08432539682539683
group_structure,single_homogeneous,20160,37,0.18353174603174602
map_id,HelsinkiDisrupted,21600,47,0.2175925925925926
map_id,HelsinkiDowntown,21600,32,0.14814814814814814
map_id,KallioCommunityCompact,14400,35,0.24305555555555555
map_id,KumpulaCampus,7200,10,0.1388888888888889
map_id,ManhattanMidtownGrid,21600,40,0.18518518518518517
map_id,NuuksioSparseTrails,14400,30,0.20833333333333334
movement_model_primary,BusMovement,14400,41,0.2847222222222222
movement_model_primary,ClusterMovement,7200,16,0.2222222222222222
movement_model_primary,MapRouteMovement,28800,62,0.2152777777777778
movement_model_primary,ShortestPathMapBasedMovement,43200,71,0.16435185185185186
movement_model_primary,WorkingDayMovement,7200,4,0.05555555555555555
n_hosts,100,8400,18,0.21428571428571427
n_hosts,120,8400,15,0.17857142857142858
n_hosts,150,8400,19,0.2261904761904762
n_hosts,200,8400,19,0.2261904761904762
n_hosts,250,8400,25,0.2976190476190476
n_hosts,30,8400,17,0.20238095238095238
n_hosts,300,8400,31,0.36904761904761907
n_hosts,40,8400,15,0.17857142857142858
n_hosts,50,8400,10,0.11904761904761904
n_hosts,60,8400,9,0.10714285714285714
n_hosts,70,8400,11,0.13095238095238096
n_hosts,80,8400,5,0.05952380952380952
n_hosts_bin,101-150,16800,34,0.20238095238095238
n_hosts_bin,151-200,8400,19,0.2261904761904762
n_hosts_bin,61-100,25200,34,0.1349206349206349
n_hosts_bin,<=60,33600,51,0.15178571428571427
n_hosts_bin,>200,16800,56,0.3333333333333333
scenario_class,HelsinkiDisrupted|ClusterMovement,7200,16,0.2222222222222222
scenario_class,HelsinkiDisrupted|MapRouteMovement,7200,19,0.2638888888888889
scenario_class,HelsinkiDisrupted|ShortestPathMapBasedMovement,7200,12,0.16666666666666666
scenario_class,HelsinkiDowntown|BusMovement,7200,16,0.2222222222222222
scenario_class,HelsinkiDowntown|ShortestPathMapBasedMovement,7200,12,0.16666666666666666
scenario_class,HelsinkiDowntown|WorkingDayMovement,7200,4,0.05555555555555555
scenario_class,KallioCommunityCompact|MapRouteMovement,7200,19,0.2638888888888889
scenario_class,KallioCommunityCompact|ShortestPathMapBasedMovement,7200,16,0.2222222222222222
scenario_class,KumpulaCampus|ShortestPathMapBasedMovement,7200,10,0.1388888888888889
scenario_class,ManhattanMidtownGrid|BusMovement,7200,25,0.3472222222222222
scenario_class,ManhattanMidtownGrid|MapRouteMovement,7200,8,0.1111111111111111
scenario_class,ManhattanMidtownGrid|ShortestPathMapBasedMovement,7200,7,0.09722222222222222
scenario_class,NuuksioSparseTrails|MapRouteMovement,7200,16,0.2222222222222222
scenario_class,NuuksioSparseTrails|ShortestPathMapBasedMovement,7200,14,0.19444444444444445
transmit_range_m,10,16800,25,0.1488095238095238
transmit_range_m,100,16800,37,0.22023809523809523
transmit_range_m,20,16800,21,0.125
transmit_range_m,200,16800,66,0.39285714285714285
transmit_range_m,5,16800,25,0.1488095238095238
transmit_range_m,50,16800,20,0.11904761904761904
