candidate_id,param_id,scenario_name,settings_file,map_id,movement_model,n_hosts,end_time_s,end_time_hours,group_structure,transmit_range_m,buffer_size,router,rng_seed,scenario_index
C57614,P57614,SV1_C57614,scenario_space_v1/settings/SV1_C57614.settings,KumpulaCampus,ShortestPathMapBasedMovement,30,7200,2.0,single_homogeneous,50,50M,EpidemicRouter,58614,57614
C61898,P61898,SV1_C61898,scenario_space_v1/settings/SV1_C61898.settings,KumpulaCampus,ShortestPathMapBasedMovement,120,7200,2.0,cluster_nomadic,5,50M,EpidemicRouter,62898,61898
C91218,P91218,SV1_C91218,scenario_space_v1/settings/SV1_C91218.settings,NuuksioSparseTrails,MapRouteMovement,150,7200,2.0,single_homogeneous,100,50M,EpidemicRouter,92218,91218
C72119,P72119,SV1_C72119,scenario_space_v1/settings/SV1_C72119.settings,ManhattanMidtownGrid,MapRouteMovement,30,7200,2.0,cluster_nomadic,200,100M,EpidemicRouter,73119,72119
C45105,P45105,SV1_C45105,scenario_space_v1/settings/SV1_C45105.settings,KallioCommunityCompact,MapRouteMovement,60,7200,2.0,cluster_nomadic,20,20M,EpidemicRouter,46105,45105
C17446,P17446,SV1_C17446,scenario_space_v1/settings/SV1_C17446.settings,HelsinkiDisrupted,ShortestPathMapBasedMovement,80,7200,2.0,pedestrian_transit,200,50M,EpidemicRouter,18446,17446
C45057,P45057,SV1_C45057,scenario_space_v1/settings/SV1_C45057.settings,KallioCommunityCompact,MapRouteMovement,60,7200,2.0,pedestrian_vehicle,20,20M,EpidemicRouter,46057,45057
C55229,P55229,SV1_C55229,scenario_space_v1/settings/SV1_C55229.settings,KallioCommunityCompact,ShortestPathMapBasedMovement,150,7200,2.0,pedestrian_transit,10,20M,EpidemicRouter,56229,55229
C67902,P67902,SV1_C67902,scenario_space_v1/settings/SV1_C67902.settings,ManhattanMidtownGrid,BusMovement,80,7200,2.0,cluster_nomadic,10,50M,EpidemicRouter,68902,67902
C08477,P08477,SV1_C08477,scenario_space_v1/settings/SV1_C08477.settings,HelsinkiDisrupted,MapRouteMovement,50,7200,2.0,pedestrian_shortestpath_heterogeneous,10,20M,EpidemicRouter,9477,8477
C97804,P97804,SV1_C97804,scenario_space_v1/settings/SV1_C97804.settings,NuuksioSparseTrails,ShortestPathMapBasedMovement,120,7200,2.0,single_homogeneous,10,5M,EpidemicRouter,98804,97804
C77425,P77425,SV1_C77425,scenario_space_v1/settings/SV1_C77425.settings,ManhattanMidtownGrid,MapRouteMovement,200,7200,2.0,pedestrian_transit,5,20M,EpidemicRouter,78425,77425
C87055,P87055,SV1_C87055,scenario_space_v1/settings/SV1_C87055.settings,NuuksioSparseTrails,MapRouteMovement,40,7200,2.0,pedestrian_vehicle,10,100M,EpidemicRouter,88055,87055
C45081,P45081,SV1_C45081,scenario_space_v1/settings/SV1_C45081.settings,KallioCommunityCompact,MapRouteMovement,60,7200,2.0,pedestrian_shortestpath_heterogeneous,20,20M,EpidemicRouter,46081,45081
C06692,P06692,SV1_C06692,scenario_space_v1/settings/SV1_C06692.settings,HelsinkiDisrupted,ClusterMovement,300,7200,2.0,pedestrian_shortestpath_heterogeneous,200,5M,EpidemicRouter,7692,6692
C68486,P68486,SV1_C68486,scenario_space_v1/settings/SV1_C68486.settings,ManhattanMidtownGrid,BusMovement,100,7200,2.0,pedestrian_shortestpath_heterogeneous,50,50M,EpidemicRouter,69486,68486
C49862,P49862,SV1_C49862,scenario_space_v1/settings/SV1_C49862.settings,KallioCommunityCompact,MapRouteMovement,300,7200,2.0,pedestrian_vehicle,50,50M,EpidemicRouter,50862,49862
C54094,P54094,SV1_C54094,scenario_space_v1/settings/SV1_C54094.settings,KallioCommunityCompact,ShortestPathMapBasedMovement,100,7200,2.0,pedestrian_shortestpath_heterogeneous,200,50M,EpidemicRouter,55094,54094
C11491,P11491,SV1_C11491,scenario_space_v1/settings/SV1_C11491.settings,HelsinkiDisrupted,MapRouteMovement,120,7200,2.0,pedestrian_shortestpath_heterogeneous,100,100M,EpidemicRouter,12491,11491
C09654,P09654,SV1_C09654,scenario_space_v1/settings/SV1_C09654.settings,HelsinkiDisrupted,MapRouteMovement,70,7200,2.0,pedestrian_vehicle,10,50M,EpidemicRouter,10654,9654
C25892,P25892,SV1_C25892,scenario_space_v1/settings/SV1_C25892.settings,HelsinkiDowntown,BusMovement,120,7200,2.0,pedestrian_shortestpath_heterogeneous,200,5M,EpidemicRouter,26892,25892
C80487,P80487,SV1_C80487,scenario_space_v1/settings/SV1_C80487.settings,ManhattanMidtownGrid,ShortestPathMapBasedMovement,50,7200,2.0,pedestrian_shortestpath_heterogeneous,50,100M,EpidemicRouter,81487,80487
C45003,P45003,SV1_C45003,scenario_space_v1/settings/SV1_C45003.settings,KallioCommunityCompact,MapRouteMovement,60,7200,2.0,single_homogeneous,5,100M,EpidemicRouter,46003,45003
C15038,P15038,SV1_C15038,scenario_space_v1/settings/SV1_C15038.settings,HelsinkiDisrupted,ShortestPathMapBasedMovement,40,7200,2.0,pedestrian_transit,50,50M,EpidemicRouter,16038,15038
C95502,P95502,SV1_C95502,scenario_space_v1/settings/SV1_C95502.settings,NuuksioSparseTrails,ShortestPathMapBasedMovement,60,7200,2.0,cluster_nomadic,10,50M,EpidemicRouter,96502,95502
C07247,P07247,SV1_C07247,scenario_space_v1/settings/SV1_C07247.settings,HelsinkiDisrupted,MapRouteMovement,30,7200,2.0,pedestrian_transit,200,100M,EpidemicRouter,8247,7247
C49846,P49846,SV1_C49846,scenario_space_v1/settings/SV1_C49846.settings,KallioCommunityCompact,MapRouteMovement,300,7200,2.0,pedestrian_transit,200,50M,EpidemicRouter,50846,49846
C08429,P08429,SV1_C08429,scenario_space_v1/settings/SV1_C08429.settings,HelsinkiDisrupted,MapRouteMovement,50,7200,2.0,pedestrian_transit,10,20M,EpidemicRouter,9429,8429
C72075,P72075,SV1_C72075,scenario_space_v1/settings/SV1_C72075.settings,ManhattanMidtownGrid,MapRouteMovement,30,7200,2.0,pedestrian_shortestpath_heterogeneous,5,100M,EpidemicRouter,73075,72075
C25917,P25917,SV1_C25917,scenario_space_v1/settings/SV1_C25917.settings,HelsinkiDowntown,BusMovement,120,7200,2.0,cluster_nomadic,200,20M,EpidemicRouter,26917,25917
C38421,P38421,SV1_C38421,scenario_space_v1/settings/SV1_C38421.settings,HelsinkiDowntown,WorkingDayMovement,70,7200,2.0,single_homogeneous,200,20M,EpidemicRouter,39421,38421
C70903,P70903,SV1_C70903,scenario_space_v1/settings/SV1_C70903.settings,ManhattanMidtownGrid,BusMovement,250,7200,2.0,cluster_nomadic,10,100M,EpidemicRouter,71903,70903
C48028,P48028,SV1_C48028,scenario_space_v1/settings/SV1_C48028.settings,KallioCommunityCompact,MapRouteMovement,150,7200,2.0,pedestrian_transit,10,5M,EpidemicRouter,49028,48028
C48692,P48692,SV1_C48692,scenario_space_v1/settings/SV1_C48692.settings,KallioCommunityCompact,MapRouteMovement,200,7200,2.0,pedestrian_shortestpath_heterogeneous,200,5M,EpidemicRouter,49692,48692
C51715,P51715,SV1_C51715,scenario_space_v1/settings/SV1_C51715.settings,KallioCommunityCompact,ShortestPathMapBasedMovement,50,7200,2.0,cluster_nomadic,100,100M,EpidemicRouter,52715,51715
C88833,P88833,SV1_C88833,scenario_space_v1/settings/SV1_C88833.settings,NuuksioSparseTrails,MapRouteMovement,70,7200,2.0,pedestrian_transit,20,20M,EpidemicRouter,89833,88833
C10867,P10867,SV1_C10867,scenario_space_v1/settings/SV1_C10867.settings,HelsinkiDisrupted,MapRouteMovement,100,7200,2.0,pedestrian_vehicle,100,100M,EpidemicRouter,11867,10867
C32476,P32476,SV1_C32476,scenario_space_v1/settings/SV1_C32476.settings,HelsinkiDowntown,ShortestPathMapBasedMovement,100,7200,2.0,pedestrian_shortestpath_heterogeneous,10,5M,EpidemicRouter,33476,32476
